Date,BUDAPEST,BUDAPEST.L2,BARANYA.L3,CSONGRAD.L3,CSONGRAD.L8,GYOR.L1,GYOR.L9,GYOR.L12,HAJDU.L8,HEVES.L5,HEVES.L7,JASZ.L1,KOMAROM.L10,KOMAROM.L11,NOGRAD.L2,NOGRAD.L5,NOGRAD.L9,SOMOGY.L5,SOMOGY.L10,SOMOGY.L11,TOLNA.L3,TOLNA.L4,TOLNA.L7,ZALA.L1,ZALA.L3,ZALA.L9,ZALA.L10,ZALA.L14,ZALA.L15
23/01/2006,63,18.0,24.0,2.0,9.0,39.0,13.0,1.0,2.0,66.0,20.0,22.0,0.0,1.0,10.0,5.0,0.0,38.0,0.0,3.0,0.0,2.0,5.0,3.0,13.0,0.0,1.0,1.0,0.0
16/01/2006,59,101.0,14.0,10.0,19.0,40.0,8.0,8.0,20.0,49.0,35.0,12.0,0.0,0.0,14.0,2.0,5.0,19.0,17.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0
09/01/2006,6,63.0,20.0,20.0,28.0,42.0,26.0,18.0,33.0,20.0,66.0,4.0,1.0,0.0,6.0,4.0,4.0,15.0,14.0,17.0,4.0,0.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0
02/01/2006,26,59.0,30.0,16.0,15.0,0.0,10.0,13.0,19.0,18.0,49.0,0.0,0.0,1.0,22.0,10.0,1.0,8.0,11.0,14.0,0.0,4.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0
26/12/2005,150,6.0,44.0,59.0,22.0,43.0,82.0,8.0,32.0,64.0,20.0,18.0,6.0,0.0,0.0,14.0,5.0,63.0,46.0,11.0,1.0,0.0,0.0,5.0,4.0,1.0,5.0,1.0,0.0
19/12/2005,80,26.0,3.0,0.0,2.0,81.0,40.0,26.0,32.0,21.0,18.0,27.0,0.0,6.0,13.0,6.0,2.0,5.0,38.0,46.0,4.0,1.0,0.0,15.0,2.0,6.0,1.0,0.0,1.0
12/12/2005,82,150.0,27.0,0.0,10.0,59.0,21.0,10.0,39.0,82.0,64.0,19.0,2.0,0.0,21.0,22.0,4.0,17.0,19.0,38.0,0.0,4.0,4.0,13.0,5.0,13.0,6.0,2.0,0.0
05/12/2005,58,80.0,49.0,48.0,20.0,14.0,53.0,82.0,26.0,1.0,21.0,4.0,1.0,2.0,18.0,0.0,10.0,0.0,15.0,19.0,0.0,0.0,0.0,20.0,15.0,2.0,13.0,2.0,2.0
28/11/2005,84,82.0,50.0,69.0,16.0,34.0,39.0,40.0,37.0,18.0,82.0,17.0,1.0,1.0,14.0,13.0,14.0,21.0,8.0,15.0,2.0,0.0,1.0,17.0,13.0,3.0,2.0,5.0,2.0
21/11/2005,59,58.0,19.0,12.0,59.0,9.0,40.0,21.0,19.0,22.0,1.0,16.0,3.0,1.0,10.0,21.0,6.0,93.0,63.0,8.0,0.0,2.0,4.0,6.0,20.0,2.0,3.0,1.0,5.0
14/11/2005,60,84.0,24.0,67.0,0.0,66.0,42.0,53.0,3.0,84.0,18.0,14.0,11.0,3.0,13.0,18.0,22.0,18.0,5.0,63.0,66.0,0.0,0.0,14.0,17.0,4.0,2.0,6.0,1.0
07/11/2005,116,59.0,43.0,47.0,0.0,56.0,0.0,39.0,29.0,40.0,22.0,30.0,2.0,11.0,27.0,14.0,0.0,25.0,17.0,5.0,17.0,66.0,0.0,89.0,6.0,2.0,4.0,13.0,6.0
31/10/2005,99,60.0,31.0,77.0,48.0,52.0,43.0,40.0,112.0,27.0,84.0,9.0,0.0,2.0,30.0,10.0,13.0,46.0,0.0,17.0,3.0,17.0,2.0,33.0,14.0,5.0,2.0,2.0,13.0
24/10/2005,112,116.0,29.0,73.0,69.0,52.0,81.0,42.0,54.0,23.0,40.0,23.0,2.0,0.0,26.0,13.0,21.0,14.0,21.0,0.0,2.0,3.0,0.0,2.0,89.0,15.0,5.0,3.0,2.0
17/10/2005,197,99.0,40.0,56.0,12.0,55.0,59.0,0.0,34.0,30.0,27.0,32.0,10.0,2.0,28.0,27.0,18.0,20.0,93.0,21.0,23.0,2.0,66.0,13.0,33.0,13.0,15.0,2.0,3.0
10/10/2005,116,112.0,53.0,61.0,67.0,85.0,14.0,43.0,40.0,50.0,23.0,29.0,7.0,10.0,32.0,30.0,14.0,11.0,18.0,93.0,25.0,23.0,17.0,22.0,2.0,20.0,13.0,4.0,2.0
03/10/2005,215,197.0,48.0,1.0,47.0,50.0,34.0,81.0,7.0,14.0,30.0,52.0,10.0,7.0,39.0,26.0,10.0,45.0,25.0,18.0,8.0,25.0,3.0,32.0,13.0,17.0,20.0,2.0,4.0
26/09/2005,82,116.0,49.0,112.0,77.0,35.0,9.0,59.0,38.0,6.0,50.0,39.0,21.0,10.0,26.0,28.0,13.0,22.0,46.0,25.0,11.0,8.0,2.0,51.0,22.0,6.0,17.0,5.0,2.0
19/09/2005,155,215.0,60.0,54.0,73.0,62.0,66.0,14.0,26.0,53.0,14.0,66.0,4.0,21.0,40.0,32.0,27.0,25.0,14.0,46.0,12.0,11.0,23.0,20.0,32.0,14.0,6.0,15.0,5.0
12/09/2005,80,82.0,51.0,144.0,56.0,15.0,56.0,34.0,55.0,32.0,6.0,69.0,17.0,4.0,46.0,39.0,30.0,29.0,20.0,14.0,9.0,12.0,25.0,98.0,51.0,89.0,14.0,13.0,15.0
05/09/2005,13,155.0,21.0,61.0,61.0,23.0,52.0,9.0,39.0,31.0,53.0,18.0,22.0,17.0,44.0,26.0,26.0,22.0,11.0,20.0,12.0,9.0,8.0,3.0,20.0,33.0,89.0,20.0,13.0
29/08/2005,70,80.0,31.0,57.0,1.0,7.0,52.0,66.0,59.0,66.0,32.0,11.0,13.0,22.0,26.0,40.0,28.0,4.0,45.0,11.0,18.0,12.0,11.0,0.0,98.0,2.0,33.0,17.0,20.0
22/08/2005,391,13.0,21.0,21.0,112.0,34.0,55.0,56.0,64.0,43.0,31.0,118.0,0.0,13.0,0.0,46.0,32.0,14.0,22.0,45.0,16.0,18.0,12.0,91.0,3.0,13.0,2.0,6.0,17.0
15/08/2005,178,70.0,10.0,3.0,54.0,87.0,85.0,52.0,97.0,32.0,66.0,136.0,21.0,0.0,13.0,44.0,39.0,3.0,25.0,22.0,0.0,16.0,9.0,13.0,0.0,22.0,13.0,14.0,6.0
08/08/2005,124,391.0,67.0,44.0,144.0,14.0,50.0,52.0,48.0,18.0,43.0,109.0,8.0,21.0,84.0,26.0,26.0,21.0,29.0,25.0,19.0,0.0,12.0,8.0,91.0,32.0,22.0,89.0,14.0
01/08/2005,235,178.0,35.0,20.0,61.0,41.0,35.0,55.0,87.0,4.0,32.0,105.0,14.0,8.0,23.0,0.0,40.0,0.0,22.0,29.0,56.0,19.0,18.0,50.0,13.0,51.0,32.0,33.0,89.0
25/07/2005,88,124.0,23.0,30.0,57.0,33.0,62.0,85.0,92.0,31.0,18.0,86.0,11.0,14.0,2.0,13.0,46.0,48.0,4.0,22.0,8.0,56.0,16.0,38.0,8.0,20.0,51.0,2.0,33.0
18/07/2005,187,235.0,35.0,14.0,21.0,37.0,15.0,50.0,9.0,77.0,4.0,14.0,5.0,11.0,16.0,84.0,44.0,1.0,14.0,4.0,37.0,8.0,0.0,31.0,50.0,98.0,20.0,13.0,2.0
11/07/2005,140,88.0,17.0,72.0,3.0,21.0,23.0,35.0,0.0,96.0,31.0,132.0,7.0,5.0,8.0,23.0,26.0,3.0,3.0,14.0,19.0,37.0,19.0,24.0,38.0,3.0,98.0,22.0,13.0
04/07/2005,111,187.0,4.0,29.0,44.0,9.0,7.0,62.0,93.0,100.0,77.0,44.0,1.0,7.0,8.0,2.0,0.0,4.0,21.0,3.0,3.0,19.0,56.0,24.0,31.0,0.0,3.0,32.0,22.0
27/06/2005,72,140.0,27.0,35.0,20.0,28.0,34.0,15.0,165.0,38.0,96.0,46.0,5.0,1.0,8.0,16.0,13.0,6.0,0.0,21.0,6.0,3.0,8.0,0.0,24.0,91.0,0.0,51.0,32.0
20/06/2005,75,111.0,20.0,4.0,30.0,7.0,87.0,23.0,176.0,70.0,100.0,33.0,17.0,5.0,8.0,8.0,84.0,3.0,48.0,0.0,3.0,6.0,37.0,34.0,24.0,13.0,91.0,20.0,51.0
13/06/2005,44,72.0,19.0,31.0,14.0,5.0,14.0,7.0,57.0,76.0,38.0,7.0,37.0,17.0,1.0,8.0,23.0,5.0,1.0,48.0,20.0,3.0,19.0,16.0,0.0,8.0,13.0,98.0,20.0
06/06/2005,40,75.0,27.0,8.0,72.0,7.0,41.0,34.0,36.0,48.0,70.0,51.0,50.0,37.0,6.0,8.0,2.0,8.0,3.0,1.0,31.0,20.0,3.0,6.0,34.0,50.0,8.0,3.0,98.0
30/05/2005,37,44.0,4.0,17.0,29.0,6.0,33.0,87.0,30.0,11.0,76.0,27.0,4.0,50.0,4.0,8.0,16.0,1.0,4.0,3.0,9.0,31.0,6.0,1.0,16.0,38.0,50.0,0.0,3.0
23/05/2005,10,40.0,7.0,2.0,35.0,4.0,37.0,14.0,43.0,40.0,48.0,15.0,27.0,4.0,0.0,1.0,8.0,10.0,6.0,4.0,14.0,9.0,3.0,0.0,6.0,31.0,38.0,91.0,0.0
16/05/2005,6,37.0,0.0,93.0,4.0,5.0,21.0,41.0,40.0,33.0,11.0,7.0,18.0,27.0,1.0,6.0,8.0,6.0,3.0,6.0,0.0,14.0,20.0,9.0,1.0,24.0,31.0,13.0,91.0
09/05/2005,7,10.0,5.0,57.0,31.0,3.0,9.0,33.0,12.0,12.0,40.0,10.0,26.0,18.0,1.0,4.0,8.0,23.0,5.0,3.0,11.0,0.0,31.0,3.0,0.0,24.0,24.0,8.0,13.0
02/05/2005,5,6.0,2.0,25.0,8.0,5.0,28.0,37.0,15.0,8.0,33.0,1.0,27.0,26.0,2.0,0.0,8.0,2.0,8.0,5.0,0.0,11.0,9.0,2.0,9.0,0.0,24.0,50.0,8.0
25/04/2005,10,7.0,4.0,34.0,17.0,0.0,7.0,21.0,27.0,1.0,12.0,12.0,2.0,27.0,0.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0,14.0,1.0,3.0,34.0,0.0,38.0,50.0
18/04/2005,11,5.0,3.0,0.0,2.0,1.0,5.0,9.0,9.0,12.0,8.0,2.0,15.0,2.0,1.0,1.0,6.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,34.0,31.0,38.0
11/04/2005,16,10.0,0.0,1.0,93.0,3.0,7.0,28.0,2.0,1.0,1.0,7.0,19.0,15.0,2.0,2.0,4.0,1.0,6.0,10.0,8.0,0.0,11.0,0.0,1.0,6.0,16.0,24.0,31.0
04/04/2005,20,11.0,2.0,0.0,57.0,5.0,6.0,7.0,17.0,0.0,12.0,6.0,14.0,19.0,0.0,0.0,0.0,1.0,23.0,6.0,0.0,8.0,0.0,1.0,0.0,1.0,6.0,24.0,24.0
28/03/2005,17,16.0,4.0,0.0,25.0,3.0,4.0,5.0,9.0,2.0,1.0,9.0,7.0,14.0,0.0,1.0,1.0,2.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
21/03/2005,21,20.0,4.0,7.0,34.0,1.0,5.0,7.0,2.0,0.0,0.0,26.0,11.0,7.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,1.0,9.0,0.0,34.0,0.0
14/03/2005,34,17.0,4.0,3.0,0.0,17.0,3.0,6.0,4.0,3.0,2.0,17.0,5.0,11.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,3.0,9.0,16.0,34.0
07/03/2005,28,21.0,10.0,1.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,7.0,4.0,2.0,3.0,6.0,16.0
28/02/2005,44,34.0,1.0,0.0,0.0,11.0,0.0,5.0,1.0,1.0,3.0,11.0,0.0,0.0,3.0,2.0,1.0,8.0,1.0,1.0,0.0,4.0,1.0,10.0,0.0,1.0,2.0,1.0,6.0
21/02/2005,33,28.0,12.0,1.0,0.0,11.0,1.0,3.0,4.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,1.0
14/02/2005,85,44.0,7.0,2.0,7.0,7.0,3.0,5.0,3.0,0.0,1.0,14.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,2.0,21.0,0.0,2.0,1.0,10.0,0.0,0.0,9.0,0.0
07/02/2005,16,33.0,4.0,0.0,3.0,13.0,5.0,0.0,4.0,3.0,0.0,14.0,6.0,0.0,6.0,3.0,0.0,33.0,5.0,0.0,4.0,21.0,4.0,4.0,7.0,1.0,0.0,3.0,9.0
31/01/2005,95,85.0,5.0,3.0,1.0,23.0,3.0,1.0,1.0,1.0,0.0,24.0,3.0,6.0,25.0,6.0,2.0,16.0,1.0,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0
24/01/2005,43,16.0,15.0,3.0,0.0,15.0,1.0,3.0,3.0,1.0,3.0,56.0,1.0,3.0,9.0,5.0,0.0,28.0,8.0,1.0,25.0,4.0,0.0,10.0,4.0,4.0,0.0,1.0,2.0
17/01/2005,35,95.0,15.0,0.0,1.0,30.0,17.0,5.0,1.0,1.0,1.0,34.0,11.0,1.0,13.0,6.0,0.0,5.0,5.0,8.0,9.0,25.0,21.0,9.0,0.0,0.0,4.0,0.0,1.0
10/01/2005,30,43.0,12.0,0.0,2.0,7.0,3.0,3.0,3.0,3.0,1.0,30.0,0.0,11.0,18.0,25.0,3.0,28.0,10.0,5.0,4.0,9.0,4.0,10.0,10.0,7.0,0.0,0.0,0.0
03/01/2005,259,35.0,39.0,3.0,0.0,9.0,11.0,1.0,11.0,0.0,1.0,27.0,4.0,0.0,4.0,9.0,6.0,16.0,33.0,10.0,23.0,4.0,4.0,2.0,9.0,10.0,7.0,1.0,0.0
