Date,BUDAPEST,VESZPREM.L2,BUDAPEST.L1,BUDAPEST.L2,BUDAPEST.L3,PEST.L2,PEST.L1,GYOR.L2,BORSOD.L1,SOMOGY.L2,GYOR.L1,TOLNA.L2,BACS.L1,VESZPREM.L3,CSONGRAD.L1,GYOR.L3,VESZPREM.L4,SOMOGY.L3,JASZ.L2,VESZPREM.L1,CSONGRAD.L2,BACS.L2,JASZ.L1,BARANYA.L1,KOMAROM.L1,PEST.L3,FEJER.L1,JASZ.L3,SOMOGY.L1
23/01/2006,63,28.0,101.0,18.0,55.0,52.0,35.0,53.0,44.0,8.0,39.0,0.0,14.0,20.0,20.0,21.0,11.0,15.0,39.0,25.0,10.0,3.0,22.0,20.0,3.0,43.0,7.0,26.0,63.0
16/01/2006,59,25.0,63.0,101.0,18.0,35.0,29.0,39.0,81.0,63.0,40.0,4.0,30.0,28.0,16.0,53.0,20.0,8.0,22.0,11.0,20.0,14.0,12.0,30.0,11.0,52.0,38.0,39.0,5.0
09/01/2006,6,11.0,59.0,63.0,101.0,29.0,54.0,40.0,84.0,5.0,42.0,0.0,35.0,25.0,59.0,39.0,28.0,63.0,12.0,39.0,16.0,30.0,4.0,44.0,2.0,35.0,37.0,22.0,17.0
02/01/2006,26,39.0,6.0,59.0,63.0,54.0,10.0,42.0,3.0,17.0,0.0,1.0,0.0,11.0,0.0,40.0,25.0,5.0,4.0,2.0,59.0,35.0,0.0,3.0,0.0,29.0,1.0,12.0,0.0
26/12/2005,150,2.0,26.0,6.0,59.0,10.0,30.0,0.0,49.0,0.0,43.0,4.0,1.0,39.0,0.0,42.0,11.0,17.0,0.0,23.0,0.0,0.0,18.0,27.0,2.0,54.0,37.0,4.0,21.0
19/12/2005,80,23.0,150.0,26.0,6.0,30.0,80.0,43.0,205.0,21.0,81.0,0.0,4.0,2.0,48.0,0.0,39.0,0.0,18.0,63.0,0.0,1.0,27.0,49.0,10.0,10.0,47.0,0.0,93.0
12/12/2005,82,63.0,80.0,150.0,26.0,80.0,140.0,81.0,73.0,93.0,59.0,0.0,41.0,23.0,69.0,43.0,2.0,21.0,27.0,32.0,48.0,4.0,19.0,50.0,7.0,30.0,61.0,18.0,18.0
05/12/2005,58,32.0,82.0,80.0,150.0,140.0,43.0,59.0,40.0,18.0,14.0,2.0,72.0,63.0,12.0,81.0,23.0,93.0,19.0,36.0,69.0,41.0,4.0,19.0,10.0,80.0,44.0,27.0,25.0
28/11/2005,84,36.0,58.0,82.0,80.0,43.0,108.0,14.0,76.0,25.0,34.0,0.0,41.0,32.0,67.0,59.0,63.0,18.0,4.0,43.0,12.0,72.0,17.0,24.0,21.0,140.0,24.0,19.0,46.0
21/11/2005,59,43.0,84.0,58.0,82.0,108.0,35.0,34.0,66.0,46.0,9.0,66.0,14.0,36.0,47.0,14.0,32.0,25.0,17.0,28.0,67.0,41.0,16.0,43.0,4.0,43.0,28.0,4.0,14.0
14/11/2005,60,28.0,59.0,84.0,58.0,35.0,68.0,9.0,76.0,14.0,66.0,17.0,1.0,43.0,77.0,34.0,36.0,46.0,16.0,38.0,47.0,14.0,14.0,31.0,17.0,108.0,18.0,17.0,20.0
07/11/2005,116,38.0,60.0,59.0,84.0,68.0,77.0,66.0,114.0,20.0,56.0,3.0,72.0,28.0,73.0,9.0,43.0,14.0,14.0,47.0,77.0,1.0,30.0,29.0,22.0,35.0,71.0,16.0,11.0
31/10/2005,99,47.0,116.0,60.0,59.0,77.0,106.0,56.0,104.0,11.0,52.0,2.0,36.0,38.0,56.0,66.0,28.0,20.0,30.0,38.0,73.0,72.0,9.0,40.0,13.0,68.0,23.0,14.0,45.0
24/10/2005,112,38.0,99.0,116.0,60.0,106.0,77.0,52.0,103.0,45.0,52.0,23.0,51.0,47.0,61.0,56.0,38.0,11.0,9.0,31.0,56.0,36.0,23.0,53.0,0.0,77.0,78.0,30.0,22.0
17/10/2005,197,31.0,112.0,99.0,116.0,77.0,76.0,52.0,121.0,22.0,55.0,25.0,77.0,38.0,1.0,52.0,47.0,45.0,23.0,50.0,61.0,51.0,32.0,48.0,21.0,106.0,25.0,9.0,25.0
10/10/2005,116,50.0,197.0,112.0,99.0,76.0,107.0,55.0,134.0,25.0,85.0,8.0,21.0,31.0,112.0,52.0,38.0,22.0,32.0,70.0,1.0,77.0,29.0,49.0,8.0,77.0,34.0,23.0,29.0
03/10/2005,215,70.0,116.0,197.0,112.0,107.0,100.0,85.0,185.0,29.0,50.0,11.0,34.0,50.0,54.0,55.0,31.0,25.0,29.0,47.0,112.0,21.0,52.0,60.0,14.0,76.0,54.0,32.0,22.0
26/09/2005,82,47.0,215.0,116.0,197.0,100.0,36.0,50.0,72.0,22.0,35.0,12.0,68.0,70.0,144.0,85.0,50.0,29.0,52.0,40.0,54.0,34.0,39.0,51.0,11.0,107.0,46.0,29.0,4.0
19/09/2005,155,40.0,82.0,215.0,116.0,36.0,80.0,35.0,109.0,4.0,62.0,9.0,157.0,47.0,61.0,50.0,70.0,22.0,39.0,54.0,144.0,68.0,66.0,21.0,5.0,100.0,41.0,52.0,14.0
12/09/2005,80,54.0,155.0,82.0,215.0,80.0,60.0,62.0,107.0,14.0,15.0,12.0,38.0,40.0,57.0,35.0,47.0,4.0,66.0,40.0,61.0,157.0,69.0,31.0,7.0,36.0,47.0,39.0,3.0
05/09/2005,13,40.0,80.0,155.0,82.0,60.0,38.0,15.0,22.0,3.0,23.0,18.0,25.0,54.0,21.0,62.0,40.0,14.0,69.0,10.0,57.0,38.0,18.0,21.0,1.0,80.0,1.0,66.0,21.0
29/08/2005,70,10.0,13.0,80.0,155.0,38.0,15.0,23.0,0.0,21.0,7.0,16.0,5.0,40.0,3.0,15.0,54.0,3.0,18.0,2.0,21.0,25.0,11.0,10.0,5.0,60.0,0.0,69.0,0.0
22/08/2005,391,2.0,70.0,13.0,80.0,15.0,42.0,7.0,76.0,0.0,34.0,0.0,40.0,10.0,44.0,23.0,40.0,21.0,11.0,89.0,3.0,5.0,118.0,67.0,17.0,38.0,88.0,18.0,48.0
15/08/2005,178,89.0,391.0,70.0,13.0,42.0,125.0,34.0,109.0,48.0,87.0,19.0,274.0,2.0,20.0,7.0,10.0,0.0,118.0,34.0,44.0,40.0,136.0,35.0,37.0,15.0,42.0,11.0,1.0
08/08/2005,124,34.0,178.0,391.0,70.0,125.0,85.0,87.0,133.0,1.0,14.0,56.0,48.0,89.0,30.0,34.0,2.0,48.0,136.0,19.0,20.0,274.0,109.0,23.0,50.0,42.0,22.0,118.0,3.0
01/08/2005,235,19.0,124.0,178.0,391.0,85.0,63.0,14.0,79.0,3.0,41.0,8.0,80.0,34.0,14.0,87.0,89.0,1.0,109.0,38.0,30.0,48.0,105.0,35.0,4.0,125.0,74.0,136.0,4.0
25/07/2005,88,38.0,235.0,124.0,178.0,63.0,85.0,41.0,158.0,4.0,33.0,37.0,85.0,19.0,72.0,14.0,34.0,3.0,105.0,13.0,14.0,80.0,86.0,17.0,27.0,85.0,20.0,109.0,6.0
18/07/2005,187,13.0,88.0,235.0,124.0,85.0,102.0,33.0,17.0,6.0,37.0,19.0,0.0,38.0,29.0,41.0,19.0,4.0,86.0,2.0,72.0,85.0,14.0,4.0,18.0,63.0,7.0,105.0,3.0
11/07/2005,140,2.0,187.0,88.0,235.0,102.0,133.0,37.0,63.0,3.0,21.0,3.0,177.0,13.0,35.0,33.0,38.0,6.0,14.0,2.0,29.0,0.0,132.0,27.0,26.0,85.0,60.0,86.0,5.0
04/07/2005,111,2.0,140.0,187.0,88.0,133.0,84.0,21.0,106.0,5.0,9.0,6.0,84.0,2.0,4.0,37.0,13.0,3.0,132.0,9.0,35.0,177.0,44.0,20.0,27.0,102.0,14.0,14.0,8.0
27/06/2005,72,9.0,111.0,140.0,187.0,84.0,61.0,9.0,7.0,8.0,28.0,3.0,25.0,2.0,31.0,21.0,2.0,5.0,44.0,6.0,4.0,84.0,46.0,19.0,2.0,133.0,15.0,132.0,1.0
20/06/2005,75,6.0,72.0,111.0,140.0,61.0,76.0,28.0,81.0,1.0,7.0,20.0,17.0,9.0,8.0,9.0,2.0,8.0,46.0,8.0,31.0,25.0,33.0,27.0,15.0,84.0,16.0,44.0,10.0
13/06/2005,44,8.0,75.0,72.0,111.0,76.0,107.0,7.0,14.0,10.0,5.0,31.0,25.0,6.0,17.0,28.0,9.0,1.0,33.0,4.0,8.0,17.0,7.0,4.0,19.0,61.0,11.0,46.0,6.0
06/06/2005,40,4.0,44.0,75.0,72.0,107.0,69.0,5.0,18.0,6.0,7.0,9.0,10.0,8.0,2.0,7.0,6.0,10.0,7.0,1.0,17.0,25.0,51.0,7.0,14.0,76.0,1.0,33.0,23.0
30/05/2005,37,1.0,40.0,44.0,75.0,69.0,23.0,7.0,22.0,23.0,6.0,14.0,12.0,4.0,93.0,5.0,8.0,6.0,51.0,4.0,2.0,10.0,27.0,0.0,7.0,107.0,3.0,7.0,2.0
23/05/2005,10,4.0,37.0,40.0,44.0,23.0,35.0,6.0,7.0,2.0,4.0,0.0,8.0,1.0,57.0,7.0,4.0,23.0,27.0,1.0,93.0,12.0,15.0,5.0,11.0,69.0,4.0,51.0,2.0
16/05/2005,6,1.0,10.0,37.0,40.0,35.0,15.0,4.0,3.0,2.0,5.0,11.0,2.0,4.0,25.0,6.0,1.0,2.0,15.0,3.0,57.0,8.0,7.0,2.0,5.0,23.0,3.0,27.0,0.0
09/05/2005,7,3.0,6.0,10.0,37.0,15.0,10.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,34.0,4.0,4.0,2.0,7.0,8.0,25.0,2.0,10.0,4.0,0.0,35.0,6.0,15.0,1.0
02/05/2005,5,8.0,7.0,6.0,10.0,10.0,9.0,3.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,10.0,4.0,34.0,1.0,1.0,3.0,0.0,15.0,1.0,7.0,1.0
25/04/2005,10,4.0,5.0,7.0,6.0,9.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,12.0,0.0,0.0,10.0,3.0,10.0,2.0
18/04/2005,11,2.0,10.0,5.0,7.0,2.0,1.0,0.0,3.0,2.0,1.0,8.0,0.0,4.0,0.0,5.0,8.0,1.0,12.0,5.0,1.0,0.0,2.0,2.0,0.0,9.0,3.0,1.0,0.0
11/04/2005,16,5.0,11.0,10.0,5.0,1.0,27.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,8.0,0.0,0.0,7.0,4.0,6.0,2.0,2.0,12.0,5.0
04/04/2005,20,8.0,16.0,11.0,10.0,27.0,8.0,3.0,2.0,5.0,5.0,1.0,1.0,5.0,7.0,1.0,2.0,0.0,7.0,7.0,0.0,0.0,6.0,4.0,3.0,1.0,3.0,2.0,1.0
28/03/2005,17,7.0,20.0,16.0,11.0,8.0,26.0,5.0,3.0,1.0,3.0,0.0,2.0,8.0,3.0,3.0,5.0,5.0,6.0,18.0,7.0,1.0,9.0,4.0,1.0,27.0,7.0,7.0,8.0
21/03/2005,21,18.0,17.0,20.0,16.0,26.0,43.0,3.0,3.0,8.0,1.0,2.0,0.0,7.0,1.0,5.0,8.0,1.0,9.0,27.0,3.0,2.0,26.0,10.0,11.0,8.0,18.0,6.0,5.0
14/03/2005,34,27.0,21.0,17.0,20.0,43.0,26.0,1.0,4.0,5.0,17.0,4.0,0.0,18.0,0.0,3.0,7.0,8.0,26.0,3.0,1.0,0.0,17.0,1.0,0.0,26.0,20.0,9.0,10.0
07/03/2005,28,3.0,34.0,21.0,17.0,26.0,39.0,17.0,9.0,10.0,3.0,0.0,3.0,27.0,1.0,1.0,18.0,5.0,17.0,40.0,0.0,0.0,16.0,12.0,4.0,43.0,22.0,26.0,33.0
28/02/2005,44,40.0,28.0,34.0,21.0,39.0,32.0,3.0,13.0,33.0,11.0,0.0,1.0,3.0,2.0,17.0,27.0,10.0,16.0,34.0,1.0,3.0,11.0,7.0,3.0,26.0,13.0,17.0,16.0
21/02/2005,33,34.0,44.0,28.0,34.0,32.0,46.0,11.0,16.0,16.0,11.0,21.0,7.0,40.0,0.0,3.0,3.0,33.0,11.0,30.0,2.0,1.0,11.0,4.0,1.0,39.0,18.0,16.0,28.0
14/02/2005,85,30.0,33.0,44.0,28.0,46.0,87.0,11.0,29.0,28.0,7.0,4.0,10.0,34.0,3.0,11.0,40.0,16.0,11.0,21.0,0.0,7.0,14.0,5.0,10.0,32.0,20.0,11.0,5.0
07/02/2005,16,21.0,85.0,33.0,44.0,87.0,33.0,7.0,14.0,5.0,13.0,4.0,26.0,30.0,3.0,11.0,34.0,28.0,14.0,24.0,3.0,10.0,14.0,15.0,8.0,46.0,28.0,11.0,28.0
31/01/2005,95,24.0,16.0,85.0,33.0,33.0,25.0,13.0,3.0,28.0,23.0,25.0,14.0,21.0,0.0,7.0,30.0,5.0,14.0,25.0,3.0,26.0,24.0,15.0,2.0,87.0,9.0,14.0,16.0
24/01/2005,43,25.0,95.0,16.0,85.0,25.0,122.0,23.0,39.0,16.0,15.0,9.0,41.0,24.0,0.0,13.0,21.0,28.0,24.0,110.0,0.0,14.0,56.0,12.0,7.0,33.0,16.0,14.0,4.0
17/01/2005,35,110.0,43.0,95.0,16.0,122.0,70.0,15.0,34.0,4.0,30.0,4.0,31.0,25.0,3.0,23.0,24.0,16.0,56.0,63.0,0.0,41.0,34.0,39.0,20.0,25.0,2.0,24.0,36.0
10/01/2005,30,63.0,35.0,43.0,95.0,70.0,72.0,30.0,0.0,36.0,7.0,23.0,15.0,110.0,0.0,15.0,25.0,4.0,34.0,17.0,3.0,31.0,30.0,7.0,36.0,122.0,7.0,56.0,5.0
03/01/2005,259,17.0,30.0,35.0,43.0,72.0,12.0,7.0,11.0,5.0,9.0,14.0,8.0,63.0,4.0,30.0,110.0,36.0,30.0,83.0,0.0,15.0,27.0,23.0,17.0,70.0,1.0,34.0,5.0
