Date,BUDAPEST,BUDAPEST.L2,BUDAPEST.L6,BUDAPEST.L8,BUDAPEST.L12,CSONGRAD.L8,CSONGRAD.L10,CSONGRAD.L12,CSONGRAD.L13,GYOR.L1,GYOR.L2,GYOR.L4,GYOR.L6,GYOR.L9,GYOR.L11,GYOR.L16,HEVES.L4,NOGRAD.L5,NOGRAD.L11,PEST.L2,PEST.L13,SZABOLCS.L3,ZALA.L3,ZALA.L8,ZALA.L9,ZALA.L10,ZALA.L14,ZALA.L15
05/12/2005,58.0,82.0,6.0,63.0,64.0,16.0,10.0,22.0,15.0,34.0,14.0,81.0,0.0,39.0,21.0,8.0,22.0,13.0,4.0,43.0,38.0,9.0,13.0,2.0,3.0,2.0,5.0,2.0
28/11/2005,84.0,58.0,26.0,59.0,55.0,59.0,20.0,2.0,22.0,9.0,34.0,59.0,43.0,40.0,53.0,26.0,84.0,21.0,10.0,108.0,25.0,3.0,20.0,4.0,2.0,3.0,1.0,5.0
21/11/2005,59.0,84.0,150.0,6.0,18.0,0.0,16.0,10.0,2.0,66.0,9.0,14.0,81.0,42.0,39.0,10.0,40.0,18.0,14.0,35.0,43.0,83.0,17.0,2.0,4.0,2.0,6.0,1.0
14/11/2005,60.0,59.0,80.0,26.0,101.0,0.0,59.0,20.0,10.0,56.0,66.0,34.0,59.0,0.0,40.0,82.0,27.0,14.0,6.0,68.0,52.0,2.0,6.0,5.0,2.0,4.0,13.0,6.0
07/11/2005,116.0,60.0,82.0,150.0,63.0,48.0,0.0,16.0,20.0,52.0,56.0,9.0,14.0,43.0,42.0,40.0,23.0,10.0,22.0,77.0,35.0,34.0,14.0,15.0,5.0,2.0,2.0,13.0
31/10/2005,99.0,116.0,58.0,80.0,59.0,69.0,0.0,59.0,16.0,52.0,52.0,66.0,34.0,81.0,0.0,21.0,30.0,13.0,0.0,106.0,29.0,16.0,89.0,13.0,15.0,5.0,3.0,2.0
24/10/2005,112.0,99.0,84.0,82.0,6.0,12.0,48.0,0.0,59.0,55.0,52.0,56.0,9.0,59.0,43.0,53.0,50.0,27.0,13.0,77.0,54.0,25.0,33.0,20.0,13.0,15.0,2.0,3.0
17/10/2005,197.0,112.0,59.0,58.0,26.0,67.0,69.0,0.0,0.0,85.0,55.0,52.0,66.0,14.0,81.0,39.0,14.0,30.0,21.0,76.0,10.0,1.0,2.0,17.0,20.0,13.0,4.0,2.0
10/10/2005,116.0,197.0,60.0,84.0,150.0,47.0,12.0,48.0,0.0,50.0,85.0,52.0,56.0,34.0,59.0,40.0,6.0,26.0,18.0,107.0,30.0,29.0,13.0,6.0,17.0,20.0,2.0,4.0
03/10/2005,215.0,116.0,116.0,59.0,80.0,77.0,67.0,69.0,48.0,35.0,50.0,55.0,52.0,9.0,14.0,42.0,53.0,28.0,14.0,100.0,80.0,44.0,22.0,14.0,6.0,17.0,5.0,2.0
26/09/2005,82.0,215.0,99.0,60.0,82.0,73.0,47.0,12.0,69.0,62.0,35.0,85.0,52.0,66.0,34.0,0.0,32.0,32.0,10.0,36.0,140.0,42.0,32.0,89.0,14.0,6.0,15.0,5.0
19/09/2005,155.0,82.0,112.0,116.0,58.0,56.0,77.0,67.0,12.0,15.0,62.0,50.0,55.0,56.0,9.0,43.0,31.0,39.0,13.0,80.0,43.0,34.0,51.0,33.0,89.0,14.0,13.0,15.0
12/09/2005,80.0,155.0,197.0,99.0,84.0,61.0,73.0,47.0,67.0,23.0,15.0,35.0,85.0,52.0,66.0,81.0,66.0,26.0,27.0,60.0,108.0,54.0,20.0,2.0,33.0,89.0,20.0,13.0
05/09/2005,13.0,80.0,116.0,112.0,59.0,1.0,56.0,77.0,47.0,7.0,23.0,62.0,50.0,52.0,56.0,59.0,43.0,40.0,30.0,38.0,35.0,25.0,98.0,13.0,2.0,33.0,17.0,20.0
29/08/2005,70.0,13.0,215.0,197.0,60.0,112.0,61.0,73.0,77.0,34.0,7.0,15.0,35.0,55.0,52.0,14.0,32.0,46.0,26.0,15.0,68.0,13.0,3.0,22.0,13.0,2.0,6.0,17.0
22/08/2005,391.0,70.0,82.0,116.0,116.0,54.0,1.0,56.0,73.0,87.0,34.0,23.0,62.0,85.0,52.0,34.0,18.0,44.0,28.0,42.0,77.0,8.0,0.0,32.0,22.0,13.0,14.0,6.0
15/08/2005,178.0,391.0,155.0,215.0,99.0,144.0,112.0,61.0,56.0,14.0,87.0,7.0,15.0,50.0,55.0,9.0,4.0,26.0,32.0,125.0,106.0,9.0,91.0,51.0,32.0,22.0,89.0,14.0
08/08/2005,124.0,178.0,80.0,82.0,112.0,61.0,54.0,1.0,61.0,41.0,14.0,34.0,23.0,35.0,85.0,66.0,31.0,0.0,39.0,85.0,77.0,56.0,13.0,20.0,51.0,32.0,33.0,89.0
01/08/2005,235.0,124.0,13.0,155.0,197.0,57.0,144.0,112.0,1.0,33.0,41.0,87.0,7.0,62.0,50.0,56.0,77.0,13.0,26.0,63.0,76.0,46.0,8.0,98.0,20.0,51.0,2.0,33.0
25/07/2005,88.0,235.0,70.0,80.0,116.0,21.0,61.0,54.0,112.0,37.0,33.0,14.0,34.0,15.0,35.0,52.0,96.0,84.0,40.0,85.0,107.0,63.0,50.0,3.0,98.0,20.0,13.0,2.0
18/07/2005,187.0,88.0,391.0,13.0,215.0,3.0,57.0,144.0,54.0,21.0,37.0,41.0,87.0,23.0,62.0,52.0,100.0,23.0,46.0,102.0,100.0,11.0,38.0,0.0,3.0,98.0,22.0,13.0
11/07/2005,140.0,187.0,178.0,70.0,82.0,44.0,21.0,61.0,144.0,9.0,21.0,33.0,14.0,7.0,15.0,55.0,38.0,2.0,44.0,133.0,36.0,27.0,31.0,91.0,0.0,3.0,32.0,22.0
04/07/2005,111.0,140.0,124.0,391.0,155.0,20.0,3.0,57.0,61.0,28.0,9.0,37.0,41.0,34.0,23.0,85.0,70.0,16.0,26.0,84.0,80.0,9.0,24.0,13.0,91.0,0.0,51.0,32.0
27/06/2005,72.0,111.0,235.0,178.0,80.0,30.0,44.0,21.0,57.0,7.0,28.0,21.0,33.0,87.0,7.0,50.0,76.0,8.0,0.0,61.0,60.0,33.0,24.0,8.0,13.0,91.0,20.0,51.0
20/06/2005,75.0,72.0,88.0,124.0,13.0,14.0,20.0,3.0,21.0,5.0,7.0,9.0,37.0,14.0,34.0,35.0,48.0,8.0,13.0,76.0,38.0,11.0,0.0,50.0,8.0,13.0,98.0,20.0
13/06/2005,44.0,75.0,187.0,235.0,70.0,72.0,30.0,44.0,3.0,7.0,5.0,28.0,21.0,41.0,87.0,62.0,11.0,8.0,84.0,107.0,15.0,13.0,34.0,38.0,50.0,8.0,3.0,98.0
06/06/2005,40.0,44.0,140.0,88.0,391.0,29.0,14.0,20.0,44.0,6.0,7.0,7.0,9.0,33.0,14.0,15.0,40.0,8.0,23.0,69.0,42.0,15.0,16.0,31.0,38.0,50.0,0.0,3.0
30/05/2005,37.0,40.0,111.0,187.0,178.0,35.0,72.0,30.0,20.0,4.0,6.0,5.0,28.0,37.0,41.0,23.0,33.0,1.0,2.0,23.0,125.0,4.0,6.0,24.0,31.0,38.0,91.0,0.0
23/05/2005,10.0,37.0,72.0,140.0,124.0,4.0,29.0,14.0,30.0,5.0,4.0,7.0,7.0,21.0,33.0,7.0,12.0,6.0,16.0,35.0,85.0,13.0,1.0,24.0,24.0,31.0,13.0,91.0
16/05/2005,6.0,10.0,75.0,111.0,235.0,31.0,35.0,72.0,14.0,3.0,5.0,6.0,5.0,9.0,37.0,34.0,8.0,4.0,8.0,15.0,63.0,12.0,0.0,0.0,24.0,24.0,8.0,13.0
09/05/2005,7.0,6.0,44.0,72.0,88.0,8.0,4.0,29.0,72.0,5.0,3.0,4.0,7.0,28.0,21.0,87.0,1.0,0.0,8.0,10.0,85.0,1.0,9.0,34.0,0.0,24.0,50.0,8.0
02/05/2005,5.0,7.0,40.0,75.0,187.0,17.0,31.0,35.0,29.0,0.0,5.0,5.0,6.0,7.0,9.0,14.0,12.0,1.0,8.0,9.0,102.0,1.0,3.0,16.0,34.0,0.0,38.0,50.0
25/04/2005,10.0,5.0,37.0,44.0,140.0,2.0,8.0,4.0,35.0,1.0,0.0,3.0,4.0,5.0,28.0,41.0,1.0,1.0,8.0,2.0,133.0,2.0,2.0,6.0,16.0,34.0,31.0,38.0
18/04/2005,11.0,10.0,10.0,40.0,111.0,93.0,17.0,31.0,4.0,3.0,1.0,5.0,5.0,7.0,7.0,33.0,0.0,2.0,1.0,1.0,84.0,0.0,1.0,1.0,6.0,16.0,24.0,31.0
11/04/2005,16.0,11.0,6.0,37.0,72.0,57.0,2.0,8.0,31.0,5.0,3.0,0.0,3.0,6.0,5.0,37.0,2.0,0.0,6.0,27.0,61.0,5.0,0.0,0.0,1.0,6.0,24.0,24.0
04/04/2005,20.0,16.0,7.0,10.0,75.0,25.0,93.0,17.0,8.0,3.0,5.0,1.0,5.0,4.0,7.0,21.0,0.0,1.0,4.0,8.0,76.0,0.0,0.0,9.0,0.0,1.0,0.0,24.0
28/03/2005,17.0,20.0,5.0,6.0,44.0,34.0,57.0,2.0,17.0,1.0,3.0,3.0,0.0,5.0,6.0,9.0,3.0,2.0,0.0,26.0,107.0,1.0,1.0,3.0,9.0,0.0,34.0,0.0
21/03/2005,21.0,17.0,10.0,7.0,40.0,0.0,25.0,93.0,2.0,17.0,1.0,5.0,1.0,3.0,4.0,28.0,0.0,0.0,1.0,43.0,69.0,6.0,0.0,2.0,3.0,9.0,16.0,34.0
14/03/2005,34.0,21.0,11.0,5.0,37.0,1.0,34.0,57.0,93.0,3.0,17.0,3.0,3.0,5.0,5.0,7.0,1.0,0.0,1.0,26.0,23.0,2.0,4.0,1.0,2.0,3.0,6.0,16.0
07/03/2005,28.0,34.0,16.0,10.0,10.0,0.0,0.0,25.0,57.0,11.0,3.0,1.0,5.0,0.0,3.0,5.0,0.0,2.0,2.0,39.0,35.0,3.0,0.0,0.0,1.0,2.0,1.0,6.0
28/02/2005,44.0,28.0,20.0,11.0,6.0,0.0,1.0,34.0,25.0,11.0,11.0,17.0,3.0,1.0,5.0,7.0,0.0,0.0,0.0,32.0,15.0,14.0,7.0,0.0,0.0,1.0,0.0,1.0
21/02/2005,33.0,44.0,17.0,16.0,7.0,7.0,0.0,0.0,34.0,7.0,11.0,3.0,1.0,3.0,0.0,6.0,3.0,0.0,1.0,46.0,10.0,7.0,10.0,1.0,0.0,0.0,9.0,0.0
14/02/2005,85.0,33.0,21.0,20.0,5.0,3.0,0.0,1.0,0.0,13.0,7.0,11.0,17.0,5.0,1.0,4.0,1.0,3.0,2.0,87.0,9.0,28.0,7.0,0.0,1.0,0.0,3.0,9.0
07/02/2005,16.0,85.0,34.0,17.0,10.0,1.0,7.0,0.0,1.0,23.0,13.0,11.0,3.0,3.0,3.0,5.0,1.0,6.0,0.0,33.0,2.0,15.0,1.0,4.0,0.0,1.0,2.0,3.0
31/01/2005,95.0,16.0,28.0,21.0,11.0,0.0,3.0,0.0,0.0,15.0,23.0,7.0,11.0,1.0,5.0,3.0,1.0,5.0,0.0,25.0,1.0,7.0,4.0,0.0,4.0,0.0,1.0,2.0
24/01/2005,43.0,95.0,44.0,34.0,16.0,1.0,1.0,7.0,0.0,30.0,15.0,13.0,11.0,17.0,3.0,5.0,3.0,6.0,2.0,122.0,27.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0
17/01/2005,35.0,43.0,33.0,28.0,20.0,2.0,0.0,3.0,7.0,7.0,30.0,23.0,7.0,3.0,1.0,0.0,0.0,25.0,0.0,70.0,8.0,23.0,10.0,10.0,7.0,0.0,0.0,0.0
10/01/2005,30.0,35.0,85.0,44.0,17.0,0.0,1.0,1.0,3.0,9.0,7.0,15.0,13.0,11.0,17.0,1.0,10.0,9.0,0.0,72.0,26.0,5.0,9.0,7.0,10.0,7.0,1.0,0.0
